Compound,count
Z1193407435,14
Z1193412159,14
Z1193478701,14
Z1193482465,14
Z1193482803,14
Z1193515728,14
Z1193725892,14
Z1194134259,14
Z1194146148,14
Z1195470798,14
Z1195684586,14
Z1195940076,14
Z1196108588,14
Z1196325105,14
Z1196371091,14
Z1196484417,14
Z1196491652,14
Z1196532215,14
Z1196571910,14
Z1196639239,14
Z1196773947,14
Z1197108442,14
Z1197108481,14
Z1197108635,14
Z1197109294,14
Z1197109624,14
Z1197110470,14
Z119722260,14
Z119722682,14
Z1197227536,14
Z1197266863,14
Z1197273333,14
Z1197273497,14
Z1197274354,14
Z1197274376,14
Z1197274887,14
Z1197282550,14
Z1197283053,14
Z1197879784,14
Z1198317711,14
Z119850674,14
Z1198560191,14
Z119868370,14
Z1198973055,14
Z119909778,14
Z1199103111,14
Z1199261885,14
Z1199335555,14
Z1199406589,14
Z1199443466,14
Z1199669188,14
Z119968856,14
Z1199875554,14
Z119989926,14
Z119990122,14
Z1200326745,14
Z1200765275,14
Z1200780555,14
Z1201067021,14
Z1202195564,14
Z1203026981,14
Z1203030959,14
Z1203036055,14
Z1203040657,14
Z1203049589,14
Z1203049860,14
Z1203166215,14
Z1203166499,14
Z1203167126,14
Z1203167834,14
Z1203167905,14
Z1203168047,14
Z1203168607,14
Z1203170977,14
Z1203245362,14
Z1203277770,14
Z1203287151,14
Z1203314154,14
Z1203379457,14
Z1203388269,14
Z1203490226,14
Z1203493263,14
Z1203494925,14
Z1203524764,14
Z1203669775,14
Z1203676216,14
Z1203677245,14
Z1203677824,14
Z1203677873,14
Z1203677918,14
Z1203678276,14
Z1203678490,14
Z1203681023,14
Z1203756132,14
Z1203816342,14
Z1203824510,14
Z1203825727,14
Z1203842597,14
Z1203842716,14
Z1203842967,14
Z1203852938,14
Z1203857613,14
Z1203862034,14
Z1203862051,14
Z1203866502,14
Z1203872780,14
Z1203873223,14
Z1203873365,14
Z1203873429,14
Z1203875300,14
Z1203877939,14
Z1203878030,14
Z1203878090,14
Z1203878113,14
Z1203878192,14
Z1203878592,14
Z1203879351,14
Z1203883740,14
Z1203883978,14
Z1203884071,14
Z1203884298,14
Z1203884801,14
Z1203885546,14
Z1204064693,14
Z1204215364,14
Z1204223295,14
Z1204230725,14
Z1204292140,14
Z1204388055,14
Z1204713500,14
Z1204721038,14
Z1204721135,14
Z1204722274,14
Z1204722326,14
Z1204722889,14
Z1204792819,14
Z1205172580,14
Z1205173840,14
Z1205176223,14
Z1205180561,14
Z1205181248,14
Z1205181292,14
Z1205229297,14
Z1205231440,14
Z1205282835,14
Z1205313225,14
Z1205385569,14
Z1206281495,14
Z1206283006,14
Z1206288779,14
Z1206289496,14
Z1206696088,14
Z1207296292,14
Z1207633384,14
Z1207655746,14
Z1207785372,14
Z1207785462,14
Z1207786143,14
Z1207787633,14
Z1207789401,14
Z1207790318,14
Z1207791448,14
Z1207795400,14
Z1207796111,14
Z1207797304,14
Z1207802048,14
Z1207802663,14
Z1207892481,14
Z1208146856,14
Z1208154302,14
Z1208157753,14
Z1208157886,14
Z1208159599,14
Z1208172920,14
Z1209277340,14
Z1209280084,14
Z1209478960,14
Z1209489052,14
Z1209495769,14
Z1209949552,14
Z1209958762,14
Z1210094300,14
Z1210193816,14
Z1210219184,14
Z1210287140,14
Z1210297898,14
Z1210302863,14
Z1210303415,14
Z1211412973,14
Z1211425507,14
Z1211426337,14
Z1211427611,14
Z1211450026,14
Z1211660705,14
Z1211860142,14
Z1211954690,14
Z1211968526,14
Z1212343952,14
Z1212410271,14
Z1212585316,14
Z1212630278,14
Z1212692877,14
Z1212693067,14
Z1212701619,14
Z1212702161,14
Z1212711113,14
Z1212715482,14
Z1212725346,14
Z1212726793,14
Z1212740446,14
Z1212742743,14
Z1212745691,14
Z1212753498,14
Z1212854931,14
Z1212910071,14
Z1212917626,14
Z1212920783,14
Z1212926429,14
Z1212927120,14
Z1212934446,14
Z1212943229,14
Z1213146786,14
Z1213669603,14
Z1213675396,14
Z1213678603,14
Z1213679877,14
Z1213680295,14
Z1213729091,14
Z1213729378,14
Z1213730528,14
Z1213744427,14
Z1214846112,14
Z1215992658,14
Z1215993357,14
Z1216047847,14
Z1216082775,14
Z1216088282,14
Z1216089412,14
Z1216711203,14
Z1217189226,14
Z1217189410,14
Z1217449880,14
Z1217504323,14
Z1217571860,14
Z1217674493,14
Z1217674497,14
Z1217811746,14
Z1217952210,14
Z1217952744,14
Z1218099657,14
Z1218140737,14
Z1218186622,14
Z1218634940,14
Z1219289921,14
Z1219596040,14
Z1219598258,14
Z1219599063,14
Z1219793394,14
Z1219939846,14
Z1219962124,14
Z1220031787,14
Z1220043102,14
Z1220301453,14
Z1220499906,14
Z1220500071,14
Z1220500302,14
Z1220500609,14
Z1220500870,14
Z1220502695,14
Z1220503405,14
Z1220503816,14
Z1220503989,14
Z1220504944,14
Z1220515803,14
Z1220638100,14
Z1220638393,14
Z1220639895,14
Z1220645764,14
Z1220650508,14
Z1220707737,14
Z1220743153,14
Z1220743618,14
Z1220810829,14
Z1220825513,14
Z1220843686,14
Z1220853610,14
Z1220988946,14
Z1222010415,14
Z1222020687,14
Z1222037102,14
Z1222042470,14
Z1222043583,14
Z1222278668,14
Z1222331865,14
Z1222531762,14
Z1222594148,14
Z1222615762,14
Z1222615868,14
Z1222616530,14
Z1222616700,14
Z1222616767,14
Z1222617138,14
Z1222617430,14
Z1222618599,14
Z1222619210,14
Z1222619508,14
Z1222888324,14
Z1222915798,14
Z1222920299,14
Z1223049609,14
Z1223049741,14
Z1223054857,14
Z1223068623,14
Z1223071201,14
Z1223081546,14
Z1223139016,14
Z1223153213,14
Z1223156615,14
Z1223157852,14
Z1223166111,14
Z1223167414,14
Z1223169438,14
Z1223180510,14
Z1223761148,14
Z1223910687,14
Z1223938932,14
Z1223939529,14
Z1223950011,14
Z1224253662,14
Z1224278652,14
Z1224472274,14
Z1224542160,14
Z1224608401,14
Z1224691936,14
Z1224741478,14
Z1224753787,14
Z1224807519,14
Z1224836119,14
Z1224845202,14
Z1224883238,14
Z1224916099,14
Z1224921493,14
Z1224921906,14
Z1225139719,14
Z1225214311,14
Z1225316591,14
Z1225451036,14
Z1225457004,14
Z1225460121,14
Z1225460458,14
Z1225460550,14
Z1225460967,14
Z1225464279,14
Z1225464308,14
Z1225477578,14
Z1225502165,14
Z1225656126,14
Z1225709340,14
Z1225714783,14
Z1226234676,14
Z1226998629,14
Z1227364115,14
Z1227472318,14
Z1227496590,14
Z1227524816,14
Z1227526968,14
Z1227527084,14
Z1227795769,14
Z1227837044,14
Z1228029419,14
Z1228062337,14
Z1228063015,14
Z1228445955,14
Z1228551289,14
Z1228691853,14
Z1228838652,14
Z1229502831,14
Z1229669718,14
Z1229678427,14
Z1229681828,14
Z1229686893,14
Z1229743114,14
Z1229756837,14
Z1229795193,14
Z1229822313,14
Z1229826549,14
Z1229885703,14
Z1229895705,14
Z1229928178,14
Z1229946617,14
Z1229954693,14
Z1229964667,14
Z1229977401,14
Z1230013653,14
Z1230084252,14
Z1230084253,14
Z1230086939,14
Z1230091013,14
Z1230091086,14
Z1230091639,14
Z1230092287,14
Z1230093043,14
Z1230093431,14
Z1230095000,14
Z1230096775,14
Z1230097681,14
Z1230117563,14
Z1230131881,14
Z1230152049,14
Z1230158741,14
Z1230187075,14
Z1230195371,14
Z1230216400,14
Z1230216415,14
Z1230216432,14
Z1230218470,14
Z1230219618,14
Z1230221087,14
Z1230246981,14
Z1230327834,14
Z1230329586,14
Z1230381637,14
Z1230432545,14
Z1230551215,14
Z1230551544,14
Z1230551590,14
Z1230551662,14
Z1230682920,14
Z1230683211,14
Z1230702595,14
Z1230708743,14
Z1230709898,14
Z1230712032,14
Z1230717802,14
Z1230718523,14
Z1230719345,14
Z1230729256,14
Z1230730037,14
Z1230730099,14
Z1230740150,14
Z1230740278,14
Z1230743295,14
Z1230750409,14
Z1230760758,14
Z1230763006,14
Z1230763799,14
Z1230764430,14
Z1230764704,14
Z1230764745,14
Z1230766622,14
Z1230767832,14
Z1230768762,14
Z1230769623,14
Z1230770128,14
Z1230770611,14
Z1230770744,14
Z1230770973,14
Z1230774430,14
Z1230774494,14
Z1230779266,14
Z1230783184,14
Z1230783301,14
Z1230786752,14
Z1230792772,14
Z1230794034,14
Z1230901134,14
Z1230935961,14
Z1230955039,14
Z1230968738,14
Z1230970578,14
Z1230975453,14
Z1231005928,14
Z1231173455,14
Z1231218758,14
Z1231283409,14
Z1231416371,14
Z1231493448,14
Z1231567746,14
Z1231593075,14
Z1231596396,14
Z1231775098,14
Z1232176994,14
Z1232218845,14
Z1232315612,14
Z1232337865,14
Z1232341153,14
Z1232348049,14
Z1232625889,14
Z1232635648,14
Z1232645647,14
Z1232649365,14
Z1232653561,14
Z1232656737,14
Z1232659582,14
Z1232661325,14
Z1232669976,14
Z1232671689,14
Z1232673146,14
Z1232673484,14
Z1232674126,14
Z1232677645,14
Z1232772394,14
Z1232826643,14
Z1232848791,14
Z1232850102,14
Z1232850479,14
Z1232850567,14
Z1232873486,14
Z1232890397,14
Z1232901738,14
Z1232965832,14
Z1233104771,14
Z1233114873,14
Z1233133004,14
Z1233137520,14
Z1233138822,14
Z1233141131,14
Z1233145049,14
Z1233183725,14
Z1233293102,14
Z1233507611,14
Z1233525094,14
Z1233527913,14
Z1233537696,14
Z1233838959,14
Z1233942212,14
Z1233948970,14
Z1234032345,14
Z1234052310,14
Z1234058537,14
Z1234064675,14
Z1234126843,14
Z1234795344,14
Z1234873022,14
Z1236108895,14
Z1238087748,14
Z1238157414,14
Z1238546119,14
Z1238546126,14
Z1238691321,14
Z1238691713,14
Z123873102,14
Z123881978,14
Z1238835887,14
Z1238837631,14
Z1238878934,14
Z1238893631,14
Z1238897673,14
Z1238914000,14
Z1238915075,14
Z1238915429,14
Z1238915437,14
Z1238915449,14
Z1238973271,14
Z1238973483,14
Z1238990230,14
Z1238994939,14
Z1239008099,14
Z1239027625,14
Z1239027924,14
Z1239046060,14
Z1239088590,14
Z1239118425,14
Z1239164215,14
Z1239374636,14
Z1239375304,14
Z1239375363,14
Z1239383033,14
Z1239409410,14
Z1239460737,14
Z1239511706,14
Z1239628929,14
Z1239661647,14
Z1239740619,14
Z1239749614,14
Z1239753422,14
Z1239755627,14
Z1239760287,14
Z1239835150,14
Z1239872181,14
Z1240073627,14
Z1240093175,14
Z1240171068,14
Z1240292158,14
Z1240726209,14
Z1240736902,14
Z1240900196,14
Z1241140858,14
Z1241204947,14
Z1241282325,14
Z1241362330,14
Z1241519927,14
Z1241548374,14
Z1241548979,14
Z1241584874,14
Z1241789019,14
Z1242374664,14
Z1243709926,14
Z1243935457,14
Z1244027355,14
Z1245134172,14
Z1245160801,14
Z1245178825,14
Z1245179567,14
Z1245180097,14
Z1245180611,14
Z1245181397,14
Z1245181705,14
Z1245181976,14
Z1245182319,14
Z1245182637,14
Z1245233901,14
Z1245251704,14
Z1245252954,14
Z1245264272,14
Z1245815332,14
Z1245815665,14
Z1245815691,14
Z1245816041,14
Z1245816371,14
Z1245830553,14
Z1246167494,14
Z1246189249,14
Z1246225043,14
Z1246255106,14
Z1246267259,14
Z1246268605,14
Z1246296613,14
Z1246311786,14
Z1246386869,14
Z1246388040,14
Z1246390014,14
Z1246390881,14
Z1246390885,14
Z1246527873,14
Z1246528201,14
Z1246530138,14
Z1246530317,14
Z1246530372,14
Z1246531831,14
Z1246796820,14
Z1246837118,14
Z1247116482,14
Z1247215855,14
Z1247226164,14
Z1247231608,14
Z1247235303,14
Z1247242019,14
Z1247242678,14
Z1247414203,14
Z1247416939,14
Z1247418073,14
Z1247419220,14
Z1247422541,14
Z1247424728,14
Z1247436698,14
Z1248012845,14
Z1248067139,14
Z124831850,14
Z124837012,14
Z1249646829,14
Z1249689461,14
Z1249720214,14
Z1250058768,14
Z1250089992,14
Z1250167961,14
Z1250234738,14
Z1250236458,14
Z1250327923,14
Z1250505979,14
Z1250518138,14
Z1250552320,14
Z1250552530,14
Z1250615550,14
Z1250617687,14
Z1250617798,14
Z1250618293,14
Z1250618959,14
Z1250620286,14
Z1250621611,14
Z1250622281,14
Z1250622312,14
Z1250624229,14
Z1250624264,14
Z1250624733,14
Z1250649790,14
Z1250650227,14
Z1250650500,14
Z1250650567,14
Z1250651626,14
Z1250651881,14
Z1250668006,14
Z1250712664,14
Z1250957379,14
Z1251005900,14
Z1251120762,14
Z1251123437,14
Z1251167437,14
Z1251167554,14
Z1251170061,14
Z1251170300,14
Z1251204635,14
Z1251205185,14
Z1251205595,14
Z1251207056,14
Z1251207437,14
Z1251208026,14
Z1251212807,14
Z1251219818,14
Z1251377072,14
Z1251501881,14
Z1251523470,14
Z1251560803,14
Z1251601389,14
Z1251602213,14
Z1251602277,14
Z1251605944,14
Z1251695798,14
Z1251695865,14
Z1251703856,14
Z1251703980,14
Z1251704738,14
Z1251704825,14
Z1251705201,14
Z1251705394,14
Z1251709318,14
Z1251709757,14
Z125178354,14
Z1251811641,14
Z1251865021,14
Z1251874284,14
Z1252000142,14
Z1252097796,14
Z1252392711,14
Z1252398083,14
Z1252398290,14
Z1252408582,14
Z1252426105,14
Z1252435849,14
Z1252436336,14
Z1252439068,14
Z1252439379,14
Z1252448783,14
Z1252448956,14
Z1252450481,14
Z1252451188,14
Z1252451335,14
Z1252455441,14
Z1252456061,14
Z1252484715,14
Z1252511261,14
Z1252547205,14
Z1252594712,14
Z1252631813,14
Z1252647246,14
Z1252666023,14
Z1252669489,14
Z1252707688,14
Z1252713753,14
Z1252727399,14
Z1252755208,14
Z1252762929,14
Z1252775035,14
Z1252783670,14
Z1253241753,14
Z1253376426,14
Z1254292909,14
Z1254306635,14
Z1254310070,14
Z1254366867,14
Z1254402487,14
Z1255103431,14
Z1255134465,14
Z1255146260,14
Z1255146310,14
Z1255184572,14
Z1255476612,14
Z1255562318,14
Z1255564892,14
Z1255567755,14
Z1255568132,14
Z1255569222,14
Z1255579225,14
Z1255605678,14
Z1255622117,14
Z1255623808,14
Z1255627005,14
Z1255627037,14
Z1255629165,14
Z1255629484,14
Z1255631450,14
Z1255635782,14
Z1255636968,14
Z1255715179,14
Z1256006892,14
Z1256039825,14
Z1256043816,14
Z1256337662,14
Z1256448834,14
Z1256567276,14
Z1256567278,14
Z1256567329,14
Z1256567332,14
Z1256567455,14
Z1256567471,14
Z1256568846,14
Z1256571207,14
Z1256571650,14
Z1256571651,14
Z1256571678,14
Z1256573633,14
Z1256575317,14
Z1256577246,14
Z1256583243,14
Z1256583255,14
Z1256592704,14
Z1256601527,14
Z1256677276,14
Z1256686828,14
Z1256691938,14
Z1256692158,14
Z1256696342,14
Z1256698409,14
Z1256706696,14
Z1256722186,14
Z1256929372,14
Z125796908,14
Z125831410,14
Z1258342747,14
Z1258347924,14
Z1258761785,14
Z125880202,14
Z1258842288,14
Z1258846067,14
Z1258855181,14
Z1258858156,14
Z1258863013,14
Z1258901309,14
Z1258919267,14
Z1258947103,14
Z1258961295,14
Z1258961303,14
Z1258994575,14
Z1259041068,14
Z1259069825,14
Z1259087066,14
Z1259109822,14
Z1259161857,14
Z1259180625,14
Z1259335878,14
Z1259340985,14
Z1259399026,14
Z1259406105,14
Z1259487955,14
Z1260015235,14
Z1260038648,14
Z1260105380,14
Z1260243468,14
Z1260282339,14
Z1260413775,14
Z126047708,14
Z1260491568,14
Z1260558158,14
Z1260577659,14
Z1260578593,14
Z1260593215,14
Z1260597741,14
Z1260612510,14
Z1260613262,14
Z126077172,14
Z126077470,14
Z126078900,14
Z126079090,14
Z1260840677,14
Z1261300052,14
Z1261352438,14
Z1261483252,14
Z1261484146,14
Z1261484739,14
Z1261486861,14
Z1261569182,14
Z1261714567,14
Z126171868,14
Z1261785402,14
Z1261796544,14
Z1261838652,14
Z126195288,14
Z1262047164,14
Z1262049092,14
Z1262116176,14
Z1262210738,14
Z1262211186,14
Z1262211915,14
Z1262214240,14
Z1262237163,14
Z1262237237,14
Z1262246166,14
Z1262250758,14
Z1262257105,14
Z1262260357,14
Z1262269044,14
Z1262314099,14
Z1262315941,14
Z1262327417,14
Z1262327536,14
Z1262327543,14
Z1262328264,14
Z1262386889,14
Z1262391166,14
Z1262398417,14
Z1262398438,14
Z1262398476,14
Z1262398530,14
Z1262399965,14
Z1262400597,14
Z1262401582,14
Z1262402361,14
Z1262402960,14
Z1262403443,14
Z1262403872,14
Z1262406613,14
Z1262414666,14
Z1262414917,14
Z1262417826,14
Z1262418147,14
Z126242898,14
Z1262437741,14
Z1262438773,14
Z1262438956,14
Z1262455612,14
Z126253922,14
Z1262623419,14
Z126267718,14
Z126269154,14
Z126284748,14
Z1262926461,14
Z1262980270,14
Z126299428,14
Z1263086512,14
Z1263181498,14
Z1263182738,14
Z1263185652,14
Z1263352612,14
Z1263529574,14
Z1263529577,14
Z1263529608,14
Z1263602422,14
Z1263643217,14
Z1263714090,14
Z1263714096,14
Z1263820294,14
Z1263820297,14
Z1263877119,14
Z1263946889,14
Z1263964954,14
Z1264007277,14
Z1264007388,14
Z1264079328,14
Z1264109522,14
Z1264109591,14
Z126411238,14
Z1264134791,14
Z126417904,14
Z1264208867,14
Z1264304973,14
Z1264462226,14
Z1264476323,14
Z1264482633,14
Z126450658,14
Z1264534107,14
Z1264652344,14
Z1264717241,14
Z1264829225,14
Z1264998180,14
Z1265027802,14
Z1265080734,14
Z1265115507,14
Z1265120182,14
Z1265155369,14
Z1265558926,14
Z1265584378,14
Z1265616016,14
Z1265619627,14
Z1265620111,14
Z1265620347,14
Z1265621998,14
Z1265625301,14
Z1265626519,14
Z1265635026,14
Z1265635458,14
Z1265636440,14
Z1265640574,14
Z1265641322,14
Z1265649405,14
Z1265656145,14
Z1265694803,14
Z1265710119,14
Z1265739898,14
Z1265798166,14
Z1265802198,14
Z1265845592,14
Z1265846743,14
Z1265978525,14
Z1265984572,14
Z1266046850,14
Z1266321508,14
Z1266346745,14
Z1266395103,14
Z1266415864,14
Z1266419515,14
Z1266479528,14
Z1266515326,14
Z1266545388,14
Z1266586927,14
Z1266702774,14
Z1266722322,14
Z126674190,14
Z1266823248,14
Z1266823413,14
Z1266842371,14
Z1266950495,14
Z1266953711,14
Z1267053989,14
Z1267053992,14
Z1267053997,14
Z1267056406,14
Z1267058409,14
Z1267058611,14
Z1267058636,14
Z1267059265,14
Z1267059288,14
Z1267060513,14
Z1267193612,14
Z1267505978,14
Z1267601519,14
Z1267763802,14
Z1267773672,14
Z1267824879,14
Z1267862491,14
Z1267878080,14
Z1267882227,14
Z1267882246,14
Z1267882337,14
Z1268152351,14
Z1268152402,14
Z1268165322,14
Z1268165686,14
Z1268250215,14
Z1268286987,14
Z1268342114,14
Z1268410492,14
Z1268452575,14
Z1268456624,14
Z1268457527,14
Z1268457797,14
Z1268591574,14
Z1268604277,14
Z1268644288,14
Z1268644594,14
Z1268645031,14
Z1268645766,14
Z1268664641,14
Z1268666922,14
Z1268673325,14
Z1268680838,14
Z1268681181,14
Z1268682983,14
Z1268729443,14
Z1268753705,14
Z1268776079,14
Z1268776319,14
Z1268900653,14
Z1268906934,14
Z1268909307,14
Z1268936488,14
Z1268952537,14
Z1268954207,14
Z1268965717,14
Z1269082310,14
Z1269088510,14
Z1269203097,14
Z1269307997,14
Z1269308162,14
Z1269308874,14
Z1269308903,14
Z1269308959,14
Z1269322717,14
Z126938720,14
Z1269430551,14
Z1269587289,14
Z1269590337,14
Z1269628665,14
Z1269629269,14
Z1269629651,14
Z1269630520,14
Z1269630747,14
Z1269630749,14
Z1269630788,14
Z1269631868,14
Z1269632863,14
Z1269633487,14
Z1269635966,14
Z1269636643,14
Z1269637377,14
Z1269638359,14
Z1269640295,14
Z1269641331,14
Z1269650307,14
Z1269654194,14
Z1269660360,14
Z126970132,14
Z1269732553,14
Z1269765598,14
Z1269768643,14
Z1269768797,14
Z1269769648,14
Z1269772428,14
Z1269781056,14
Z1269846461,14
Z1269855308,14
Z126985552,14
Z1269929068,14
Z1270081679,14
Z1270082053,14
Z1270083615,14
Z1270084073,14
Z1270084323,14
Z1270085229,14
Z1270086149,14
Z1270086376,14
Z1270094274,14
Z1270098286,14
Z1270098955,14
Z1270105977,14
Z1270412754,14
Z1270423530,14
Z1270578269,14
Z1270578324,14
Z1270579613,14
Z1270579740,14
Z1270618020,14
Z1270665331,14
Z1270697096,14
Z1270704540,14
Z1270709215,14
Z1270712869,14
Z1270717989,14
Z1270778718,14
Z1270840412,14
Z1270878634,14
Z1270896431,14
Z1271007274,14
Z1271007419,14
Z1271100551,14
Z1271102106,14
Z1271111038,14
Z1271112380,14
Z1271131633,14
Z1271156142,14
Z1271156439,14
Z1271158034,14
Z1271172213,14
Z1271184605,14
Z1271185127,14
Z1271187988,14
Z1271213002,14
Z1271216628,14
Z1271259361,14
Z1271270047,14
Z1271299042,14
Z1271331117,14
Z1271331163,14
Z1271331167,14
Z1271405200,14
Z1271434252,14
Z1271435597,14
Z1271436402,14
Z1271464344,14
Z1271571294,14
Z1271597207,14
Z1271599008,14
Z1271635575,14
Z1271894059,14
Z1272132329,14
Z1272164492,14
Z1272192437,14
Z1272192522,14
Z1272198368,14
Z1272226791,14
Z1272230441,14
Z1272282112,14
Z1272284691,14
Z1272284705,14
Z1272289747,14
Z1272303160,14
Z1272314358,14
Z1272316553,14
Z1272332520,14
Z1272366753,14
Z1272373427,14
Z1272381743,14
Z1272385681,14
Z1272388028,14
Z1272415530,14
Z1272417321,14
Z1272425355,14
Z1272434734,14
Z1272450577,14
Z1272451495,14
Z1272452592,14
Z1272452944,14
Z1272469881,14
Z1272471999,14
Z1272473789,14
Z1272474802,14
Z1272480842,14
Z1272489565,14
Z1272497297,14
Z1272498770,14
Z1272500610,14
Z1272514941,14
Z1272519246,14
Z1272529308,14
Z1272531884,14
Z1272536236,14
Z1272545252,14
Z1272554261,14
Z1272554662,14
Z1272555375,14
Z1272562512,14
Z1272564494,14
Z1272580224,14
Z1272583524,14
Z1272589905,14
Z1272598344,14
Z1272604367,14
Z1272606960,14
Z1272628322,14
Z1272640309,14
Z1272641248,14
Z1272657901,14
Z1272710195,14
Z1272710424,14
Z1272726266,14
Z1272740197,14
Z1272741694,14
Z1272749902,14
Z1272752995,14
Z1272753797,14
Z1272754453,14
Z1272762335,14
Z1272762340,14
Z1272762886,14
Z1272763586,14
Z1272768288,14
Z1272778086,14
Z1272778725,14
Z1272782180,14
Z1272963997,14
Z1272964190,14
Z1272979706,14
Z1272979712,14
Z1272981351,14
Z1273008383,14
Z1273237025,14
Z1273376109,14
Z1273566729,14
Z1273640552,14
Z1273696644,14
Z1273943467,14
Z1273995488,14
Z1274016380,14
Z1274126306,14
Z1274126594,14
Z1274318984,14
Z127437104,14
Z1274440121,14
Z1274457370,14
Z1274457384,14
Z1274457543,14
Z1274457560,14
Z1274458004,14
Z1274458264,14
Z1274458268,14
Z1274469058,14
Z1274471499,14
Z1274471715,14
Z1274471768,14
Z1274471904,14
Z1274473040,14
Z1274478099,14
Z1274478208,14
Z1274547813,14
Z1274555758,14
Z127464996,14
Z1274654350,14
Z1274656753,14
Z1274830436,14
Z1274868705,14
Z1274894074,14
Z1274932995,14
Z1275578873,14
Z1275603999,14
Z1275680928,14
Z1275698455,14
Z1275701864,14
Z1275767120,14
Z1275779269,14
Z1275833065,14
Z1275888409,14
Z1276039788,14
Z1276087996,14
Z1276090637,14
Z1276208070,14
Z1276360827,14
Z1276367454,14
Z1276368789,14
Z1276651762,14
Z1276657641,14
Z1276660460,14
Z1276663492,14
Z1276664392,14
Z1276664393,14
Z1276666287,14
Z1276670298,14
Z1276677836,14
Z1276680338,14
Z1276687652,14
Z1276702708,14
Z1277320079,14
Z1277774262,14
Z1277965222,14
Z127812566,14
Z1278286287,14
Z1278652691,14
Z1278666071,14
Z1278675529,14
Z1278679480,14
Z1278704231,14
Z1278709230,14
Z1278709738,14
Z1278710738,14
Z1278723556,14
Z1278725445,14
Z1278729010,14
Z1278746877,14
Z1278747302,14
Z1278751376,14
Z1278755497,14
Z1278755701,14
Z1278761871,14
Z1278762062,14
Z1278762149,14
Z1278788631,14
Z1278791763,14
Z1278810567,14
Z1278810900,14
Z1278811029,14
Z1278811524,14
Z1278817330,14
Z127901884,14
Z1279227692,14
Z127957708,14
Z127980412,14
Z1279862016,14
Z1279947282,14
Z1280348147,14
Z1280348215,14
Z1280348291,14
Z1280348393,14
Z1280349036,14
Z1280349795,14
Z1280350030,14
Z1280350558,14
Z1280350672,14
Z1280351658,14
Z1280351680,14
Z1280447239,14
Z128079682,14
Z1280865385,14
Z1280899324,14
Z128096982,14
Z1281130903,14
Z1281148013,14
Z128117310,14
Z128122740,14
Z128131358,14
Z128148580,14
Z128156564,14
Z128162412,14
Z1281747049,14
Z1281747924,14
Z1281748331,14
Z128175900,14
Z1281763723,14
Z1281819048,14
Z1281830906,14
Z1281841831,14
Z1281880292,14
Z1281955283,14
Z1281957743,14
Z1281981438,14
Z1282006409,14
Z1282013030,14
Z1282117916,14
Z128213980,14
Z1283268533,14
Z1284106835,14
Z1284151746,14
Z1285965734,14
Z1286124359,14
Z1286127162,14
Z1286276125,14
Z1286328808,14
Z1286601136,14
Z1286656933,14
Z128670836,14
Z1286784401,14
Z1288968997,14
Z1289234301,14
Z1289398430,14
Z1289416158,14
Z1289478812,14
Z1289479522,14
Z1289491355,14
Z1289491386,14
Z1289535235,14
Z1289544002,14
Z1289624607,14
Z1289737473,14
Z1289755219,14
Z1289767348,14
Z1289782553,14
Z1289825392,14
Z1289859637,14
Z1290349864,14
Z1290552979,14
Z1290691852,14
Z1290980939,14
Z1290981385,14
Z1291054606,14
Z1291055090,14
Z1291057433,14
Z1291059344,14
Z1291059706,14
Z1291059749,14
